,Date,User,Tweet
459,2020-10-12 17:01:13+00:00,ZARA,FW20 Kids campaign. October 15 https://t.co/2bVf0kgFWh
460,2020-10-12 13:01:22+00:00,ZARA,FW20 Man campaign. October 15 https://t.co/r4c0XJbS7M
461,2020-10-12 08:00:26+00:00,ZARA,FW20 Woman campaign. October 15 https://t.co/SNPSWKBUN3
462,2020-10-10 17:00:19+00:00,ZARA,FW20 Kids campaign. Coming soon https://t.co/QWliDMLJyy
463,2020-10-10 13:00:16+00:00,ZARA,FW20 Woman campaign. Coming soon https://t.co/ewNz0fysYI
464,2020-10-10 08:00:17+00:00,ZARA,FW20 Man campaign. Coming soon https://t.co/HhoZHXDGkx
465,2020-10-09 17:03:09+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 
Spring/Summer 2011
Stella Tennant by David Sims
https://t.co/Jp15JoLT0s https://t.co/kjA3o133CL"
466,2020-10-09 12:12:05+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Autumn/Winter 1998/99

Amber Valletta by J.M.Ferrater

https://t.co/Jp15JoLT0s https://t.co/DaOSbtYBSA"
467,2020-10-09 07:00:25+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 
Autumn/Winter 1998/99
Carolyn Murphy by J.M.Ferrater
https://t.co/Jp15JoLT0s https://t.co/QfuwiaKMms"
468,2020-10-08 17:00:35+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Autumn/Winter 1998/99
Amber Valletta by J.M.Ferrater

https://t.co/Jp15JoLT0s https://t.co/aN2MHGdq2W"
469,2020-10-08 13:00:49+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Autumn/Winter 1996/97
Amber Valletta by Outomuro

https://t.co/Jp15JoLT0s https://t.co/DXQ7FHfqIp"
470,2020-10-08 09:54:01+00:00,ZARA,"Archive Collection 1996/2012 — Launching a re-edition of iconic classics from our archives. 

Autumn/Winter 2003/04
Kate Moss by Alfonso Ohnur

https://t.co/Jp15JoLT0s https://t.co/DJ7W9YzFow"
471,2020-10-04 13:00:17+00:00,ZARA,CITIES / A project shot in the streets of Amsterdam https://t.co/pQbGMS1ehs https://t.co/q9Aiw2gmBR
472,2020-10-04 08:00:14+00:00,ZARA,CITIES / A project shot in the streets of Amsterdam https://t.co/pQbGMS1ehs https://t.co/wUIOkJ0i6F
473,2020-10-02 17:02:02+00:00,ZARA,Halloween collection for Kids https://t.co/w5cYYHeloS https://t.co/MYh2vxMVwY
474,2020-10-02 13:08:28+00:00,ZARA,Credits. New season! Get the kids ready for Halloween. Thank you all! https://t.co/w5cYYHeloS https://t.co/D2JsvuPycY
475,2020-10-02 09:03:50+00:00,ZARA,New season! Get the kids ready for Halloween https://t.co/w5cYYHeloS https://t.co/3nL6nzK0zS
476,2020-09-30 11:44:26+00:00,ZARA,Customize your shirt by embroidering your chosen initials in the color and position of your choice https://t.co/FkDkQxFWZ8 https://t.co/6gBX6Fqyx1
477,2020-09-25 13:00:43+00:00,ZARA,Fleece jacket https://t.co/pQbGMS1ehs https://t.co/86baGcoSu4
478,2020-09-25 09:26:35+00:00,ZARA,Textured plaid overshirt https://t.co/pQbGMS1ehs https://t.co/SDeLY28Rg7
479,2020-09-22 17:00:46+00:00,ZARA,Rib trim fleece romper https://t.co/FFiIGvupzU https://t.co/nCOF8LNwDz
480,2020-09-22 13:00:56+00:00,ZARA,New collection for newborns https://t.co/FFiIGvupzU https://t.co/xpI0E97zTM
481,2020-09-22 08:00:18+00:00,ZARA,Fleece coat for newborns https://t.co/FFiIGvupzU https://t.co/tAZLquKRGK
482,2020-09-20 17:00:15+00:00,ZARA,Large denim bucket bag https://t.co/a2Ifq3Z37S https://t.co/nOxuAxh8b8
483,2020-09-20 13:00:14+00:00,ZARA,Quilted maxi crossbody bag https://t.co/a2Ifq3Z37S https://t.co/r57Cut9orW
484,2020-09-20 08:00:13+00:00,ZARA,Large leather bucket bag https://t.co/a2Ifq3Z37S https://t.co/tkGuMk290n
485,2020-09-19 17:00:30+00:00,ZARA,Limited edition mini blazer dress https://t.co/FkDkQxFWZ8 https://t.co/CB3TUmIkqy
486,2020-09-19 13:00:12+00:00,ZARA,Limited edition dress and jewel top https://t.co/FkDkQxFWZ8 https://t.co/qvvA9Ych6a
487,2020-09-19 08:00:19+00:00,ZARA,Limited edition blazer and jewel top https://t.co/FkDkQxFWZ8 https://t.co/HS9IuUNQe4
488,2020-09-18 17:00:42+00:00,ZARA,Day dreaming | Arsun + Gray https://t.co/FkDkQxFWZ8 https://t.co/WZ9qBFoNae
489,2020-09-18 13:00:57+00:00,ZARA,Day dreaming | Arsun + Gray https://t.co/FkDkQxFWZ8 https://t.co/dyxEYewMNf
490,2020-09-18 09:10:18+00:00,ZARA,Day dreaming | Arsun + Gray https://t.co/FkDkQxFWZ8 https://t.co/nMr3EWnFhF
491,2020-09-15 18:00:29+00:00,ZARA,CITIES / A project shot in the streets of Stockholm https://t.co/pQbGMS1ehs https://t.co/GyvVqyUIBx
492,2020-09-15 12:48:07+00:00,ZARA,CITIES / A project shot in the streets of Stockholm https://t.co/pQbGMS1ehs https://t.co/XtRYgf5zlY
493,2020-09-15 09:03:30+00:00,ZARA,CITIES / A project shot in the streets of Stockholm https://t.co/pQbGMS1ehs https://t.co/xzUYlWY7Bg
494,2020-09-14 19:00:34+00:00,ZARA,Boldly effortless https://t.co/FkDkQxFWZ8 https://t.co/yq3CGJT7i6
495,2020-09-14 18:00:14+00:00,ZARA,Boldly effortless https://t.co/FkDkQxFWZ8 https://t.co/Ff5dyvqAvp
496,2020-09-14 16:17:48+00:00,ZARA,Boldly effortless https://t.co/FkDkQxFWZ8 https://t.co/6iVxUswVi1
497,2020-09-09 17:00:29+00:00,ZARA,The charm collection | Sterling Silver 24K Gold Plating https://t.co/7ONtPXHzMt https://t.co/QtxHh4F3Ou
498,2020-09-09 13:01:19+00:00,ZARA,The charm collection | Sterling Silver 24K Gold Plating https://t.co/7ONtPXHzMt https://t.co/n67wOy5tMu
499,2020-09-09 09:26:49+00:00,ZARA,The charm collection | Sterling Silver 24K Gold Plating https://t.co/7ONtPXHzMt https://t.co/MWp7LTmcxi
500,2020-09-05 17:01:02+00:00,ZARA,A simple approach. Blazer with back vent https://t.co/FkDkQxFWZ8 https://t.co/FlFtsKkuMh
501,2020-09-05 13:00:14+00:00,ZARA,A simple approach. Long trench coat https://t.co/FkDkQxFWZ8 https://t.co/ZzqoDY3i20
502,2020-09-05 08:00:25+00:00,ZARA,A simple approach. Long trench coat https://t.co/FkDkQxXxQG https://t.co/B3aCaNX5sE
503,2020-09-03 17:00:29+00:00,ZARA,A day with Anna Ewers. September 2020 https://t.co/FkDkQxFWZ8 https://t.co/BAfuxaKcm9
504,2020-09-03 13:00:30+00:00,ZARA,A day with Anna Ewers. September 2020 https://t.co/FkDkQxFWZ8 https://t.co/4eDaSWkvqT
505,2020-09-03 09:34:10+00:00,ZARA,A day with Anna Ewers. September 2020 https://t.co/FkDkQxFWZ8 https://t.co/no8i2rUksR
506,2020-08-28 17:00:51+00:00,ZARA,Cropped leather blazer https://t.co/FkDkQxFWZ8 https://t.co/WB1GCHY0PD
507,2020-08-28 13:00:52+00:00,ZARA,Cropped print blouse https://t.co/FkDkQxFWZ8 https://t.co/hu0LsJwZbm
508,2020-08-25 18:00:24+00:00,ZARA,Limited edition top https://t.co/FkDkQxFWZ8 https://t.co/09FCYDpBpC
509,2020-08-25 14:00:13+00:00,ZARA,Draped bodysuit https://t.co/FkDkQxXxQG https://t.co/kxj1DY1Xn1
510,2020-08-25 11:44:30+00:00,ZARA,Limited edition top and skirt https://t.co/FkDkQxFWZ8 https://t.co/NoT9lFidia
511,2020-08-24 17:40:06+00:00,ZARA,Faux leather blazer https://t.co/FkDkQxFWZ8 https://t.co/Io0fCXQLAN
512,2020-08-24 14:01:17+00:00,ZARA,Plaid double breasted blazer https://t.co/FkDkQxFWZ8 https://t.co/yaRKXdVZgH
513,2020-08-24 08:32:39+00:00,ZARA,Limited edition wool blend coat https://t.co/FkDkQxFWZ8 https://t.co/bheceyEH9M
514,2020-08-21 18:00:22+00:00,ZARA,ZARA / CITIES. A project shot in the streets of Paris https://t.co/pQbGMS1ehs https://t.co/SeEBCEZB1i
515,2020-08-21 14:00:52+00:00,ZARA,ZARA / CITIES. A project shot in the streets of Paris https://t.co/pQbGMS1ehs https://t.co/lbrGTlZyoi
516,2020-08-17 14:54:15+00:00,ZARA,Neoprene effect bodysuit https://t.co/FkDkQxFWZ8 https://t.co/h6NQTyMdOK
517,2020-08-12 18:00:31+00:00,ZARA,Rustic short sleeve blazer https://t.co/FkDkQxFWZ8 https://t.co/Hj4NEVWu1m
518,2020-08-12 10:16:37+00:00,ZARA,Short sleeve blazer https://t.co/FkDkQxFWZ8 https://t.co/RY1ML57HsL
519,2020-08-09 17:00:26+00:00,ZARA,Sporty collection for Kids https://t.co/TKU6FaDHqv https://t.co/rY0I7YMUz6
520,2020-08-09 13:00:19+00:00,ZARA,Sporty collection for Kids https://t.co/pEhgvjsaGn https://t.co/kugiMw4AU1
521,2020-08-09 08:00:10+00:00,ZARA,Sporty collection for Kids https://t.co/eLzyCy5vT4 https://t.co/bdLnBuQLLa
522,2020-08-08 16:59:03+00:00,ZARA,Draped satin effect bodysuit and elastic waistband leggings https://t.co/FkDkQxFWZ8 https://t.co/ZwuJXnH2t5
523,2020-08-08 08:00:09+00:00,ZARA,Technical top and power stretch leggings https://t.co/FkDkQxFWZ8 https://t.co/lNtkjbdr68
524,2020-08-05 18:00:36+00:00,ZARA,Comfort tailoring with new volumes https://t.co/ZQZU9ZPCkQ https://t.co/8zjx9Y1LE6
525,2020-08-05 14:01:16+00:00,ZARA,Comfort tailoring with new volumes https://t.co/ZQZU9ZPCkQ https://t.co/l34T3iQONw
526,2020-08-05 11:30:15+00:00,ZARA,Comfort tailoring with new volumes https://t.co/ZQZU9ZPCkQ https://t.co/dk5wuCKrzg
527,2020-08-04 18:00:32+00:00,ZARA,Draped satin effect jumpsuit https://t.co/FkDkQxFWZ8 https://t.co/N5MGoEeh4g
528,2020-08-04 14:50:06+00:00,ZARA,Rustic tie dress https://t.co/FkDkQxFWZ8 https://t.co/y8S31hS37L
529,2020-08-04 11:53:46+00:00,ZARA,Flowy contrasting blouse https://t.co/FkDkQxFWZ8 https://t.co/G9fQZQwZAW
530,2020-07-30 18:04:05+00:00,ZARA,New denim collection Z1975 https://t.co/FkDkQxFWZ8 https://t.co/7W3XBuxXST
531,2020-07-30 16:30:25+00:00,ZARA,This is Zara new in denim collection  https://t.co/FkDkQxFWZ8 https://t.co/9WVmwo4bU9
532,2020-07-30 15:00:46+00:00,ZARA,New Z1975 denim collection https://t.co/FkDkQxFWZ8 https://t.co/RaFxpIv3Nn
533,2020-07-23 18:41:05+00:00,ZARA,New collection https://t.co/FkDkQxFWZ8 https://t.co/w4UG4yPGNN
534,2020-07-23 16:52:05+00:00,ZARA,Discover the new woman collection https://t.co/FkDkQxFWZ8 https://t.co/Tl4CDpBuqn
535,2020-07-23 15:11:12+00:00,ZARA,New collection for woman https://t.co/FkDkQxFWZ8 https://t.co/W2MtPpENKH
536,2020-07-22 19:00:43+00:00,ZARA,NEW LINEN. Special linen quality kids collection https://t.co/xTLX7WvkgQ https://t.co/mhF1ktj8rZ
537,2020-07-22 16:30:14+00:00,ZARA,NEW LINEN. Special linen quality kids collection https://t.co/xTLX7WvkgQ https://t.co/cnNTG20HJA
538,2020-07-22 15:28:27+00:00,ZARA,LINEN. Special linen quality kids collection https://t.co/xTLX7WvkgQ https://t.co/re3ICkAtI6
539,2020-07-16 18:00:27+00:00,ZARA,"JOIN LIFE
Recycling processes reduce the production of virgin raw materials and thus the consumption of water, energy and natural resources. #recycling #joinlife 
https://t.co/wDICCBAOJu https://t.co/Elc8nwbAYf"
540,2020-07-16 14:16:05+00:00,ZARA,"JOIN LIFE
In the production processes of recycled fabrics, textile waste is recovered, crushed and mixed with virgin fibers to create new fabrics. #recycling #joinlife 
https://t.co/wDICCBAOJu https://t.co/bVKLik7C0u"
541,2020-07-16 11:49:02+00:00,ZARA,"JOIN LIFE
Working with recycled materials help us to reduce the impact of our products. #recycling #joinlife 
https://t.co/wDICCBAOJu https://t.co/Mdpufa5pJN"
542,2020-07-11 17:59:04+00:00,ZARA,Discover our new kids collection https://t.co/GQBwN4Q9Gk https://t.co/tEdCQwZXVi
543,2020-07-11 13:00:26+00:00,ZARA,Discover our new kids collection https://t.co/GQBwN4Q9Gk https://t.co/KnFTnq19OK
544,2020-07-11 08:00:08+00:00,ZARA,Discover our new kids collection https://t.co/GQBwN4Q9Gk https://t.co/E6YQ8mW9i6
545,2020-07-10 18:00:44+00:00,ZARA,Discover our new man collection https://t.co/ZQZU9Zy0Wg https://t.co/NhS9lMK5Lr
546,2020-07-10 15:00:37+00:00,ZARA,Discover our new man collection https://t.co/ZQZU9ZPCkQ https://t.co/CdjJPShiCb
547,2020-07-10 11:07:20+00:00,ZARA,Discover our new man collection https://t.co/ZQZU9ZPCkQ https://t.co/2qpSNqZDFr
548,2020-07-09 18:00:33+00:00,ZARA,Discover our new collection https://t.co/wDICCBAOJu https://t.co/bfGK8pIzg1
549,2020-07-09 16:10:30+00:00,ZARA,Discover our new collection https://t.co/wDICCBAOJu https://t.co/VVNnh4xZEP
550,2020-07-09 14:36:07+00:00,ZARA,Discover our new collection https://t.co/wDICCBAOJu https://t.co/fVGhAhtcOi
551,2020-07-07 13:00:21+00:00,ZARA,Oversized poplin shirt https://t.co/wDICCBAOJu https://t.co/PsJO87AEs2
552,2020-07-07 08:23:35+00:00,ZARA,Blue suit https://t.co/wDICCBAOJu https://t.co/m8NP4ud7I7
553,2020-07-01 18:00:26+00:00,ZARA,Beachwear collection https://t.co/N4YNInAKdj https://t.co/wXd85QoCqP
554,2020-07-01 13:01:29+00:00,ZARA,Beachwear collection https://t.co/N4YNInAKdj https://t.co/eq8crVOiFF
555,2020-07-01 10:39:49+00:00,ZARA,Beachwear collection https://t.co/N4YNInAKdj https://t.co/hlNwIEPww9
556,2020-06-21 18:00:50+00:00,ZARA,Mesh heeled sandals  https://t.co/wDICCBAOJu https://t.co/EdnqHjBZU2
557,2020-06-21 08:00:25+00:00,ZARA,Vinyl mules with methacrylate heel https://t.co/wDICCBAOJu https://t.co/LPQdFtoDiM
558,2020-06-11 18:00:17+00:00,ZARA,"The Selby for Zara Coloring Book. Select a drawing and colour it in
 https://t.co/OzZLjPfGJv https://t.co/x4Iqs6HIMP"
559,2020-06-11 13:00:23+00:00,ZARA,"The Selby for Zara Coloring Book. Select a drawing and colour it in
 https://t.co/OzZLjPfGJv https://t.co/hbzBucjeOc"
560,2020-06-11 09:31:28+00:00,ZARA,"The Selby for Zara Coloring Book. Select a drawing and colour it in
 https://t.co/OzZLjPfGJv https://t.co/ZwL8IJblP2"
561,2020-06-10 18:00:28+00:00,ZARA,Floral print skirt https://t.co/wDICCBAOJu https://t.co/hZAeIRHJCH
562,2020-06-10 13:00:18+00:00,ZARA,Satin effect wide leg pants https://t.co/wDICCBAOJu https://t.co/7CgFA9EILP
563,2020-06-10 08:00:15+00:00,ZARA,Embroidered eyelet blouse https://t.co/wDICCBAOJu https://t.co/1cb5YU9pI2
564,2020-06-06 18:00:30+00:00,ZARA,Buttoned knit top https://t.co/wDICCBAOJu https://t.co/LF0E19f4gY
565,2020-06-06 13:00:25+00:00,ZARA,Buttoned knit top https://t.co/wDICCBAOJu https://t.co/TFFNVblbg7
566,2020-06-06 08:54:13+00:00,ZARA,Pleated knit top and skirt https://t.co/wDICCBAOJu https://t.co/v5i8CJ9CBV
567,2020-05-28 17:00:43+00:00,ZARA,IN FRONT OF. Thank you Jean Baptiste Talbourdet https://t.co/nex3aOInVX https://t.co/epD3IB2xdE
568,2020-05-28 12:59:05+00:00,ZARA,IN FRONT OF. Thank you James Brodribb https://t.co/nex3aOInVX https://t.co/To8evjgjwB
569,2020-05-28 08:00:11+00:00,ZARA,IN FRONT OF. Thank you James Brodribb https://t.co/nex3aOInVX https://t.co/sIafqPwXkS
570,2020-05-27 18:00:14+00:00,ZARA,"Beachwear collection #zarawoman
https://t.co/CP2ypznqGP https://t.co/5kzHAPShNp"
571,2020-05-27 16:00:46+00:00,ZARA,"Beachwear collection #zarawoman
https://t.co/CP2ypznqGP https://t.co/aP6btESMe3"
572,2020-05-27 13:41:52+00:00,ZARA,"Beachwear collection #zarawoman
https://t.co/CP2ypznqGP https://t.co/X1Q1fF9ebB"
573,2020-05-21 18:01:27+00:00,ZARA,"Face to Face
Benn Northover /3
We tasked actor and director Benn Northover to create a video portrait exploring various sides of his personality.
https://t.co/4nDyb4I8SM https://t.co/5UNk1W3IXb"
574,2020-05-21 09:00:38+00:00,ZARA,"Face to Face
Benn Northover /1
We tasked actor and director Benn Northover to create a video portrait exploring various sides of his personality.
https://t.co/4nDyb4I8SM https://t.co/tkSrAsuUvK"
575,2020-05-19 19:34:05+00:00,ZARA,Ruffled jumpsuit dress  https://t.co/wDICCBAOJu https://t.co/VRF6mnRzNm
576,2020-05-19 16:22:11+00:00,ZARA,Buttoned poplin shirt  https://t.co/wDICCBAOJu https://t.co/HPv8ruVAQV
577,2020-05-19 14:11:07+00:00,ZARA,Satin effect jacquard dress  https://t.co/wDICCBjdkU https://t.co/XyL4L04ku6
578,2020-05-16 17:00:14+00:00,ZARA,"Sport collection for Kids #zarakids
https://t.co/pxBw1rZcXJ https://t.co/OArdYDJ4Vu"
579,2020-05-16 13:02:10+00:00,ZARA,"Sport collection for Kids #zarakids
https://t.co/pxBw1rHC6b https://t.co/n35Au0Hnka"
580,2020-05-16 08:00:16+00:00,ZARA,"Sport collection for Kids #zarakids
https://t.co/pxBw1rHC6b https://t.co/NIOfHr40Kf"
581,2020-05-14 17:42:52+00:00,ZARA,Knit flapper dress #zarawoman https://t.co/wDICCBAOJu https://t.co/ggZ2m1Rbep
582,2020-05-14 14:00:31+00:00,ZARA,Pleated dress with belt #zarawoman https://t.co/wDICCBjdkU https://t.co/Kbpjo3gkyH
583,2020-05-14 11:25:01+00:00,ZARA,Spring summer collection #zarawoman https://t.co/wDICCBAOJu https://t.co/yI6XItv5mR
584,2020-05-12 18:00:36+00:00,ZARA,Denim dress #zarawoman https://t.co/wDICCBAOJu https://t.co/G7Wj1zd7mX
585,2020-05-12 14:00:34+00:00,ZARA,Ruffled denim dress #zarawoman https://t.co/COGCUSJ9Hq https://t.co/WwyBUpvyVO
586,2020-05-12 11:38:24+00:00,ZARA,Oversized denim shirt https://t.co/wDICCBAOJu https://t.co/7pVGIwKVvU
587,2020-05-07 18:00:20+00:00,ZARA,"IN FRONT OF. Thank you Eddie Wrey  #zaraman 
https://t.co/nex3aOInVX https://t.co/8wsPmttJYn"
588,2020-05-07 14:01:26+00:00,ZARA,"IN FRONT OF. Thank you Eddie Wrey  #zaraman 
https://t.co/nex3aOInVX https://t.co/zM1y7pMUWl"
589,2020-05-07 08:26:14+00:00,ZARA,"IN FRONT OF. Thank you Eddie Wrey  #zaraman 
https://t.co/nex3aOInVX https://t.co/3rA8daFDLU"
590,2020-05-06 18:00:14+00:00,ZARA,"Combination knit cardigan #zarawoman
 https://t.co/wDICCBAOJu https://t.co/j2blgPD5cN"
591,2020-05-06 14:01:00+00:00,ZARA,"Jacquard blazer #zarawoman
 https://t.co/wDICCBAOJu https://t.co/Jc5ruWXWfj"
592,2020-04-30 18:01:27+00:00,ZARA,Poplin shirt dress #zarawoman https://t.co/wDICCBAOJu https://t.co/phxrOmDpP4
593,2020-04-30 13:00:21+00:00,ZARA,Floral sequinned knit top #zarawoman   https://t.co/wDICCBAOJu https://t.co/ScHS7SjdGN
594,2020-04-30 08:00:44+00:00,ZARA,Spring Summer collection #zarawoman https://t.co/wDICCBAOJu https://t.co/8WrWdtsIUm
595,2020-04-26 08:42:08+00:00,ZARA,Asymmetric neckline top https://t.co/wDICCBAOJu https://t.co/ScJrtbJk80
596,2020-04-25 13:01:25+00:00,ZARA,Cut out cropped top https://t.co/wDICCBAOJu https://t.co/kq68U53rs9
597,2020-04-25 08:00:16+00:00,ZARA,Asymmetric midi dress https://t.co/wDICCBAOJu https://t.co/N7o4Z0WmHl
598,2020-04-19 18:01:11+00:00,ZARA,"SS20 Campaign.  Kids Collection
Photographs: Josh Olins
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zarakids #zaracampaign
https://t.co/kXmjoJbRqH https://t.co/3huYRtkDuW"
599,2020-04-19 13:00:59+00:00,ZARA,"SS20 Kids Campaign
Creative Direction: Fabien Baron
Stylist: Karl Templer 
#ss20 #zarakids #zaracampaign
https://t.co/kXmjoJbRqH https://t.co/06Kcwfa1bn"
600,2020-04-19 08:00:21+00:00,ZARA,"SS20 Campaign. Kids Collection
Photographs: Josh Olins
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zarakids #zaracampaign
https://t.co/kXmjoJbRqH https://t.co/fidQkOjK4d"
601,2020-04-18 18:00:25+00:00,ZARA,"SS20 Campaign. Man Collection
Photographs: Craig McDean
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zaraman #zaracampaign
https://t.co/gxtVdbnJzH https://t.co/5MhyaDGL4Z"
602,2020-04-18 13:01:18+00:00,ZARA,"SS20 Campaign. Man Collection 
Creative Direction: Fabien Baron
Stylist: Karl Templer 
#ss20 #zaraman #zaracampaign
https://t.co/gxtVdbnJzH https://t.co/0UENoNuAsa"
603,2020-04-18 08:00:27+00:00,ZARA,"SS20 Campaign.  Man Collection
Photographs: Craig McDean
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zaraman #zaracampaign
https://t.co/gxtVdbnJzH https://t.co/aSYyzECnWD"
604,2020-04-17 18:02:17+00:00,ZARA,"SS20 Campaign.  Woman Collection
Photographs: Steven Meisel 
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zarawoman #zaracampaign                                                    
https://t.co/iQeskjXNXC https://t.co/guWCAlrCNp"
605,2020-04-17 09:00:48+00:00,ZARA,"SS20 Campaign.  Woman Collection
Photographs: Steven Meisel 
Stylist: Karl Templer 
Creative Direction: Fabien Baron
#ss20 #zarawoman #zaracampaign                                                    
https://t.co/iQeskjXNXC https://t.co/l37x6RLWaY"
606,2020-04-15 18:00:24+00:00,ZARA,Technical shirt  https://t.co/fKMsftBynw https://t.co/YL8AOgQjBr
607,2020-04-15 14:00:28+00:00,ZARA,The spring collection for Kids https://t.co/fKMsftT9f4 https://t.co/VwdMla8nlf
608,2020-04-15 09:52:54+00:00,ZARA,Embroidered organza blouse  https://t.co/fKMsftBynw https://t.co/8r4qRDgXBG
609,2020-04-14 14:00:28+00:00,ZARA,Knit vest and wide leg pants https://t.co/wDICCBAOJu https://t.co/ArX7niidHA
610,2020-04-14 09:22:22+00:00,ZARA,Ribbed halter top and knotted wrap skirt https://t.co/wDICCBAOJu https://t.co/jl0kELRww8
611,2020-04-13 11:10:43+00:00,ZARA,"Aromatic candles ZARA emotions by Jo Malone CBE, Founder of Jo Loves https://t.co/vxKhU3JTfv https://t.co/u6E1Pf2675"
612,2020-04-12 13:01:09+00:00,ZARA,Pleated dress https://t.co/wDICCBAOJu https://t.co/1WJZFeNoHR
613,2020-04-08 18:00:36+00:00,ZARA,High neck shirt and high rise buttoned trousers https://t.co/wDICCBAOJu https://t.co/ODTuiUUWzL
614,2020-04-08 16:00:33+00:00,ZARA,High neck shirt https://t.co/wDICCBAOJu https://t.co/XcgtlvldQ2
615,2020-04-08 14:37:10+00:00,ZARA,Buttoned poplin shirt https://t.co/wDICCBjdkU https://t.co/ynQaUAtxrl
616,2020-04-04 20:00:17+00:00,ZARA,Printed blouse https://t.co/wDICCBAOJu https://t.co/Wwh4mZXtjm
617,2020-04-04 18:00:42+00:00,ZARA,The print collection https://t.co/wDICCBAOJu https://t.co/su6oGlSi5A
618,2020-04-04 15:15:59+00:00,ZARA,Floral print jumpsuit https://t.co/wDICCBAOJu https://t.co/ZOe9ZT2ABu
619,2020-04-01 15:32:24+00:00,ZARA,"Respecting social distancing, but staying closer than ever https://t.co/7zf3rdH9si"
620,2020-03-26 19:01:13+00:00,ZARA,DENIM | The skinny fit https://t.co/Hlsld1c5l2 https://t.co/4YiM1KpOTs
621,2020-03-26 12:33:49+00:00,ZARA,DENIM | The new relaxed fit https://t.co/Hlsld1c5l2 https://t.co/2jfXb3nAMH
622,2020-03-23 18:00:11+00:00,ZARA,Animal print crossbody bag https://t.co/YktEzQ51WL https://t.co/6UIdHT6aE3
623,2020-03-23 16:26:23+00:00,ZARA,Tweed dress https://t.co/AfCEl2UDW4 https://t.co/4UtkNpFUMG
624,2020-03-11 18:00:39+00:00,ZARA,"The Custom Color Collection.
1. Select a garment from the collection
2. Choose a color from 7 different unique shades especially created by the Pantone Color Institute for ZARA
3. We will exclusively dye the garment for you.
Check country availability https://t.co/Rtk2fFGmFQ https://t.co/6MnpgSl19c"
625,2020-03-11 14:02:09+00:00,ZARA,"The Custom Color Collection.
1. Select a garment from the collection
2. Choose a color from 7 different unique shades especially created by the Pantone Color Institute
3. We will exclusively dye the garment for you Check country availability https://t.co/Rtk2fFGmFQ https://t.co/Flp0Fio882"
626,2020-03-11 09:07:07+00:00,ZARA,"The Custom Color Collection 
1. Select a garment from the collection 
2. Choose a color from 7 different unique shades especially created by the Pantone Color Institute
3. We will exclusively dye the garment for you. 
Check country availability. https://t.co/Rtk2fFGmFQ https://t.co/tztEvjwW1x"
627,2020-03-10 18:00:15+00:00,ZARA,The elegance of minimalism. New Woman editorial https://t.co/gCuTT8apSz https://t.co/seqbQrYPXH
628,2020-03-10 14:01:07+00:00,ZARA,"Clean cuts and monochromatic colors are back in the latest minimalist edit for Woman 
https://t.co/gCuTT8apSz https://t.co/WezHNpZlgx"
629,2020-03-10 09:00:37+00:00,ZARA,"THE CLEAN CUT | New Woman editorial 
https://t.co/gCuTT8apSz https://t.co/ML7TQRkdwQ"
630,2020-03-09 18:00:51+00:00,ZARA,"A capsule collection that celebrates the work of Andy Warhol in collaboration with ©️/®️/™️ The Andy Warhol Foundation for the Visual Arts, Inc. https://t.co/C18F3hIXs9 https://t.co/8ozCv668ls"
631,2020-03-09 16:24:44+00:00,ZARA,"The fifteen seconds fame challenge with Baba Diop
Andy Warhol said in the future everyone will be world-famous for 15 minutes. What would you do if you were world famous for 15 seconds? 
Collection in collaboration with ©️/®️/™️ The Andy Warhol Foundation for the Visual Arts, Inc https://t.co/JWXjvh9IUs"
632,2020-03-09 09:31:09+00:00,ZARA,"A capsule collection that celebrates the work of Andy Warhol in collaboration with ©️/®️/™️ The Andy Warhol Foundation for the Visual Arts, Inc. https://t.co/C18F3hIXs9 https://t.co/Zix6hPBAjw"
633,2020-03-07 18:00:29+00:00,ZARA,Inspired by romanticism | LOST GARDEN https://t.co/GjISWj7vmf https://t.co/TWWrpikxJ6
634,2020-03-07 14:00:17+00:00,ZARA,"SS2020 collection of assertive pieces | LOST GARDEN 
https://t.co/GjISWj7vmf https://t.co/ccsDd52aUc"
635,2020-03-07 08:59:04+00:00,ZARA,"LOST GARDEN | The power of (your) nature. Around me, the strength of untamed nature. Trees. I am standing still. I choose who I am. I just am. https://t.co/GjISWj7vmf https://t.co/zQ3sxsMMxC"
636,2020-03-06 17:59:07+00:00,ZARA,Active Utility Capsule | New Man edit https://t.co/ttG2Sk3yRr https://t.co/O74GSL12SF
